title,release_date,budget,revenue,roi,year,lista_generos
Ira & Abby,2006-01-01,0,0,0.0,2006,"['Comedy', 'Romance']"
Winter Passing,2006-02-07,3500000,113783,0.03250942857142857,2006,"['Comedy', 'Drama']"
D.E.B.S.,2004-01-21,3500000,0,0.0,2004,['Action']
The Masked Saint,2016-01-08,0,0,0.0,2016,"['Crime', 'Action']"
The Betrayed,2008-09-27,3500000,0,0.0,2008,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Taxman,1999-09-16,0,0,0.0,1999,"['Action', 'Crime', 'Comedy', 'Thriller']"
The Secret,2016-04-29,0,0,0.0,2016,['Drama']
2:13,2009-04-25,3500000,0,0.0,2009,"['Horror', 'Thriller', 'Mystery']"
"Batman: The Dark Knight Returns, Part 2",2013-01-18,3500000,0,0.0,2013,"['Action', 'Animation']"
Time to Choose,2015-09-04,3500000,0,0.0,2015,['Documentary']
In the Name of the King III,2013-12-27,3500000,0,0.0,2013,"['Action', 'Adventure', 'Drama', 'Fantasy']"
Wicked Blood,2014-03-04,3500000,0,0.0,2014,"['Action', 'Drama', 'Thriller']"
Stranded,2015-06-05,0,0,0.0,2015,['Drama']
Lords of London,2014-01-06,3440000,0,0.0,2014,"['Crime', 'Mystery', 'Thriller']"
High Anxiety,1977-12-25,3400000,31063038,9.136187647058824,1977,"['Comedy', 'Music']"
March of the Penguins,2005-01-26,8000000,127392239,15.924029875,2005,"['Documentary', 'Family']"
Margin Call,2011-09-28,3500000,19504039,5.572582571428572,2011,"['Thriller', 'Drama']"
August,2011-06-09,0,0,0.0,2011,['Drama']
Choke,2008-09-26,3000000,3830137,1.2767123333333332,2008,"['Comedy', 'Drama']"
Whiplash,2014-10-10,3300000,13092000,3.9672727272727273,2014,['Drama']
City of God,2002-02-05,3300000,30641770,9.28538484848485,2002,"['Drama', 'Crime']"
Human Traffic,1999-06-04,600000,4000000,6.666666666666667,1999,"['Comedy', 'Drama']"
To Write Love on Her Arms,2015-03-13,3400000,0,0.0,2015,"['Drama', 'Music']"
The Dead Girl,2006-11-07,0,0,0.0,2006,"['Mystery', 'Drama', 'Crime', 'Thriller']"
The Hunt,2012-08-28,3800000,16800000,4.421052631578948,2012,['Drama']
A Christmas Story,1983-11-18,0,19294144,0.0,1983,"['Comedy', 'Family']"
Bella,2006-09-09,0,0,0.0,2006,"['Drama', 'Romance']"
Class of 1984,1982-08-20,4300000,0,0.0,1982,"['Action', 'Drama', 'Horror', 'Crime', 'Thriller']"
The Opposite Sex,2014-11-08,3300000,45000,0.013636363636363636,2014,['Comedy']
Dreaming of Joseph Lees,1999-10-29,2000000,7,3.5e-06,1999,"['Romance', 'Drama']"
The Class,2008-09-24,0,28814580,0.0,2008,['Drama']
Rosemary's Baby,1968-06-12,3200000,33395426,10.436070625,1968,"['Horror', 'Drama', 'Mystery']"
The Man Who Shot Liberty Valance,1962-04-22,3200000,8000000,2.5,1962,['Western']
Adam,2009-07-29,0,2277396,0.0,2009,"['Drama', 'Romance']"
Maria Full of Grace,2004-01-18,0,0,0.0,2004,"['Drama', 'Thriller', 'Crime']"
Beginners,2010-09-11,3200000,5332926,1.666539375,2010,"['Drama', 'Romance', 'Comedy']"
Feast,2005-10-14,0,658573,0.0,2005,"['Action', 'Comedy', 'Horror']"
Animal House,1978-07-27,2700000,141000000,52.22222222222222,1978,['Comedy']
Goldfinger,1964-09-17,2500000,124881062,49.9524248,1964,"['Adventure', 'Action', 'Thriller']"
Antiviral,2012-09-19,2400000,0,0.0,2012,"['Science Fiction', 'Horror']"
It's a Wonderful Life,1946-12-20,3180000,9644124,3.032743396226415,1946,"['Drama', 'Family', 'Fantasy']"
Trainspotting,1996-02-23,4000000,16491080,4.12277,1996,"['Drama', 'Crime']"
The Original Kings of Comedy,2000-08-18,0,0,0.0,2000,['Comedy']
Paranormal Activity 2,2010-10-20,3000000,177512032,59.17067733333333,2010,"['Horror', 'Thriller']"
Waking Ned,1998-09-15,0,0,0.0,1998,"['Comedy', 'Romance']"
Bowling for Columbine,2002-10-09,4000000,35564473,8.89111825,2002,['Documentary']
Coming Home,2014-05-16,0,0,0.0,2014,['Drama']
A Nightmare on Elm Street Part 2: Freddy's Revenge,1985-10-31,3000000,29999213,9.999737666666666,1985,['Horror']
A Room with a View,1985-12-13,3000000,20966644,6.9888813333333335,1985,"['Drama', 'Romance']"
The Purge,2013-05-31,3000000,89328627,29.776209,2013,"['Science Fiction', 'Horror', 'Thriller']"
Sinister,2012-03-29,3000000,77712439,25.904146333333333,2012,"['Horror', 'Thriller', 'Mystery']"
Martin Lawrence Live: Runteldat,2002-08-01,3000000,19184015,6.3946716666666665,2002,['Comedy']
Cat on a Hot Tin Roof,1958-02-17,3000000,17570324,5.8567746666666665,1958,"['Drama', 'Romance']"
Beneath the Planet of the Apes,1970-05-01,3000000,18999718,6.333239333333333,1970,"['Adventure', 'Science Fiction', 'Mystery']"
Air Bud,1997-08-01,3000000,23144499,7.714833,1997,"['Comedy', 'Family', 'Drama']"
Pokémon: Spell of the Unknown,2000-07-08,16000000,68411275,4.2757046875,2000,"['Adventure', 'Fantasy', 'Animation', 'Action', 'Family']"
Friday the 13th Part VI: Jason Lives,1986-08-01,3000000,19472057,6.490685666666667,1986,"['Horror', 'Mystery', 'Thriller']"
The Bridge on the River Kwai,1957-10-02,3000000,33300000,11.1,1957,"['Drama', 'History', 'War']"
Spaced Invaders,1990-04-27,3000000,15369573,5.123191,1990,"['Comedy', 'Family', 'Science Fiction']"
Family Plot,1976-04-09,2000000,7900000,3.95,1976,"['Comedy', 'Crime', 'Thriller']"
The Apartment,1960-06-15,3000000,25000000,8.333333333333334,1960,"['Comedy', 'Drama', 'Romance']"
Jason Goes to Hell: The Final Friday,1993-08-13,3000000,15938065,5.312688333333333,1993,"['Fantasy', 'Horror', 'Thriller']"
Torn Curtain,1966-07-13,3000000,13000000,4.333333333333333,1966,"['Mystery', 'Thriller']"
Dave Chappelle's Block Party,2005-09-12,3000000,11718595,3.906198333333333,2005,"['Comedy', 'Documentary', 'Music']"
Slow West,2015-04-16,0,229094,0.0,2015,"['Romance', 'Thriller', 'Western']"
Krush Groove,1985-10-25,3000000,0,0.0,1985,"['Drama', 'Music', 'Romance']"
Next Day Air,2009-02-06,0,0,0.0,2009,"['Action', 'Comedy', 'Crime']"
Elmer Gantry,1960-06-19,3000000,10400000,3.466666666666667,1960,['Drama']
Judgment at Nuremberg,1961-12-01,3000000,10000000,3.3333333333333335,1961,"['Drama', 'History']"
Trippin',1999-05-12,0,9016377,0.0,1999,"['Comedy', 'Romance']"
Red River,1948-08-26,3000000,9012000,3.004,1948,['Western']
Phat Girlz,2006-01-01,0,0,0.0,2006,"['Comedy', 'Romance']"
Before Midnight,2013-04-05,3000000,11176469,3.725489666666667,2013,"['Romance', 'Drama']"
Teen Wolf Too,1987-11-20,0,0,0.0,1987,"['Comedy', 'Fantasy', 'Family']"
Phantasm II,1988-07-08,3000000,7282851,2.427617,1988,"['Action', 'Horror', 'Science Fiction', 'Thriller']"
Woman Thou Art Loosed,2004-09-30,3000000,6804016,2.2680053333333334,2004,['Drama']
Real Women Have Curves,2002-01-01,0,0,0.0,2002,"['Comedy', 'Drama']"
Water,2005-09-08,0,10422387,0.0,2005,"['Drama', 'Foreign', 'Romance']"
East Is East,1999-05-14,3800000,28200000,7.421052631578948,1999,['Comedy']
Whipped,2000-09-01,3000000,0,0.0,2000,"['Comedy', 'Romance']"
Kama Sutra - A Tale of Love,1996-09-11,3000000,4109095,1.3696983333333332,1996,"['Drama', 'History', 'Romance']"
Please Give,2010-01-22,3000000,0,0.0,2010,"['Comedy', 'Drama']"
Willy Wonka & the Chocolate Factory,1971-06-29,3000000,4000000,1.3333333333333333,1971,"['Family', 'Fantasy']"
Warlock: The Armageddon,1993-05-01,0,0,0.0,1993,"['Fantasy', 'Horror', 'Science Fiction']"
8 Heads in a Duffel Bag,1997-04-18,0,0,0.0,1997,"['Comedy', 'Crime']"
Days of Heaven,1978-09-13,0,0,0.0,1978,"['Drama', 'Romance']"
Thirteen Conversations About One Thing,2001-09-02,0,0,0.0,2001,['Drama']
Jawbreaker,1999-01-30,3000000,3076820,1.0256066666666668,1999,['Comedy']
Basquiat,1996-08-09,2962051,3011195,1.016591206565991,1996,"['Drama', 'History']"
Frances Ha,2013-05-17,0,4069826,0.0,2013,"['Comedy', 'Drama']"
Tsotsi,2005-08-18,3000000,9879971,3.2933236666666668,2005,"['Crime', 'Drama']"
Happiness,1998-10-16,3000000,2807390,0.9357966666666667,1998,"['Comedy', 'Drama']"
DysFunktional Family,2003-04-04,0,0,0.0,2003,"['Comedy', 'Documentary']"
Tusk,2014-09-19,2800000,1826705,0.6523946428571429,2014,"['Comedy', 'Horror']"
Oldboy,2003-01-01,3000000,14980005,4.993335,2003,"['Drama', 'Thriller', 'Mystery', 'Action']"
Letters to God,2010-04-09,0,0,0.0,2010,"['Action', 'Drama', 'Family', 'Thriller']"
Hobo with a Shotgun,2011-05-06,3000000,748453,0.24948433333333334,2011,"['Action', 'Comedy', 'Thriller']"
Compadres,2016-03-31,3000000,0,0.0,2016,"['Action', 'Comedy']"
Freeway,1996-08-23,3000000,0,0.0,1996,"['Comedy', 'Drama', 'Thriller']"
Love's Abiding Joy,2006-10-06,0,0,0.0,2006,"['TV Movie', 'Action', 'Drama', 'Family']"
Fish Tank,2009-05-14,3000000,2357852,0.7859506666666667,2009,['Drama']
Damsels in Distress,2012-04-06,0,0,0.0,2012,"['Comedy', 'Romance']"
Creature,1998-05-17,0,0,0.0,1998,"['Horror', 'Science Fiction', 'Thriller']"
Bachelorette,2012-08-06,3000000,11947954,3.9826513333333335,2012,"['Comedy', 'Romance']"
Brave New Girl,2004-04-25,0,0,0.0,2004,"['Drama', 'Music', 'Family']"
Tim and Eric's Billion Dollar Movie,2012-03-02,0,0,0.0,2012,['Comedy']
Summer Storm,2004-09-02,2700000,0,0.0,2004,"['Comedy', 'Drama']"
Fort McCoy,2014-01-01,0,0,0.0,2014,"['War', 'Drama', 'History']"
Chain Letter,2010-10-01,0,0,0.0,2010,"['Horror', 'Thriller']"
Just Looking,1999-10-21,3000000,0,0.0,1999,"['Drama', 'Comedy']"
The Divide,2011-03-13,3000000,22000,0.007333333333333333,2011,['Science Fiction']
The Eclipse,2009-04-24,0,0,0.0,2009,"['Drama', 'Horror', 'Romance']"
Demonic,2015-02-12,3000000,3387000,1.129,2015,"['Thriller', 'Horror']"
My Big Fat Independent Movie,2005-03-04,0,0,0.0,2005,['Comedy']
The Deported,2010-06-15,0,0,0.0,2010,"['Comedy', 'Family']"
Tanner Hall,2009-09-14,0,0,0.0,2009,['Drama']
Open Road,2013-04-12,3000000,0,0.0,2013,"['Action', 'Drama', 'Thriller']"
They Came Together,2014-06-27,0,0,0.0,2014,['Comedy']
30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,2013-01-14,0,0,0.0,2013,['Comedy']
Never Back Down 2: The Beatdown,2011-09-13,3000000,0,0.0,2011,"['Drama', 'Action']"
Point Blank,1967-08-30,2500000,3200000,1.28,1967,"['Action', 'Crime', 'Drama', 'Thriller']"
Four Single Fathers,2009-01-15,3,0,0.0,2009,"['Drama', 'Comedy']"
Enter the Dangerous Mind,2013-03-11,0,0,0.0,2013,['Thriller']
Something Wicked,2014-04-04,3000000,0,0.0,2014,"['Mystery', 'Thriller']"
AWOL-72,2015-08-07,3000000,0,0.0,2015,['Thriller']
Iguana,1988-04-01,0,0,0.0,1988,[]
Chicago Overcoat,2009-10-10,3200000,0,0.0,2009,"['Action', 'Crime', 'Thriller']"
Barry Munday,2010-03-13,0,0,0.0,2010,"['Comedy', 'Drama', 'Romance']"
Central Station,1998-01-16,2900000,5596708,1.9298993103448276,1998,['Drama']
Pocketful of Miracles,1961-12-18,2900000,5000000,1.7241379310344827,1961,"['Comedy', 'Drama']"
Close Range,2015-12-11,0,0,0.0,2015,"['Crime', 'Action']"
Boynton Beach Club,2005-08-05,0,0,0.0,2005,"['Comedy', 'Drama', 'Romance']"
Amnesiac,2015-08-14,3000000,0,0.0,2015,"['Thriller', 'Mystery', 'Drama', 'Horror']"
Freakonomics,2010-10-01,3000000,103735,0.034578333333333336,2010,['Documentary']
High Tension,2003-06-18,0,0,0.0,2003,"['Horror', 'Thriller', 'Mystery']"
Griff the Invisible,2011-08-19,2902660,0,0.0,2011,"['Romance', 'Comedy', 'Drama']"
Unnatural,2015-10-16,0,0,0.0,2015,"['Thriller', 'Action', 'Horror']"
Hustle & Flow,2005-07-22,8000000,23563727,2.945465875,2005,['Drama']
Some Like It Hot,1959-03-18,2883848,25000000,8.668972844615944,1959,"['Comedy', 'Romance']"
Friday the 13th Part VII: The New Blood,1988-05-13,2800000,19170001,6.846428928571428,1988,"['Horror', 'Thriller']"
The Wizard of Oz,1939-08-15,2777000,33754967,12.15519157364062,1939,"['Adventure', 'Family', 'Fantasy']"
Young Frankenstein,1974-12-15,2800000,86273333,30.811904642857144,1974,"['Comedy', 'Science Fiction']"
Diary of the Dead,2007-09-08,2000000,5364858,2.682429,2007,"['Horror', 'Action', 'Science Fiction']"
Lage Raho Munna Bhai,2006-01-01,0,0,0.0,2006,"['Comedy', 'Drama', 'Romance']"
Ulee's Gold,1997-06-13,0,0,0.0,1997,['Drama']
The Black Stallion,1979-10-17,2700000,37799643,13.999867777777778,1979,"['Adventure', 'Family']"
Sardaarji,2015-06-26,0,0,0.0,2015,[]
Journey to Saturn,2008-09-26,0,0,0.0,2008,"['Action', 'Adventure', 'Animation', 'Comedy', 'Science Fiction']"
Donovan's Reef,1963-06-12,2686000,6600000,2.4571854058078926,1963,"['Adventure', 'Comedy', 'Romance']"
The Dress,1996-03-21,0,0,0.0,1996,"['Comedy', 'Drama']"
A Guy Named Joe,1944-03-01,2627000,5363000,2.041492196421774,1944,"['Drama', 'Romance', 'War']"
Blazing Saddles,1974-02-07,2600000,119500000,45.96153846153846,1974,"['Western', 'Comedy']"
Friday the 13th: The Final Chapter,1984-04-13,2600000,32980880,12.684953846153846,1984,"['Horror', 'Thriller']"
Ida,2013-10-25,2159280,10700000,4.955355488866659,2013,['Drama']
Maurice,1987-09-18,0,0,0.0,1987,"['Drama', 'Romance']"
Beer League,2006-09-15,0,0,0.0,2006,['Comedy']
Riding Giants,2004-07-09,2600000,3166000,1.2176923076923076,2004,['Documentary']
Timecrimes,2007-09-20,2600000,553198,0.21276846153846155,2007,"['Science Fiction', 'Thriller']"
Silver Medalist,2009-01-20,0,0,0.0,2009,"['Action', 'Adventure', 'Comedy', 'Drama', 'Foreign']"
Timber Falls,2007-12-07,2600000,0,0.0,2007,"['Horror', 'Thriller']"
Singin' in the Rain,1952-04-10,2540800,7200000,2.8337531486146097,1952,"['Comedy', 'Music', 'Romance']"
"Fat, Sick & Nearly Dead",2010-04-16,0,0,0.0,2010,['Documentary']
A Haunted House,2013-01-11,2500000,60141683,24.0566732,2013,"['Comedy', 'Horror']"
2016: Obama's America,2012-07-13,2500000,33400000,13.36,2012,['Documentary']
That Thing You Do!,1996-10-04,0,34585416,0.0,1996,"['Comedy', 'Drama']"
Halloween III: Season of the Witch,1982-10-22,2500000,14400000,5.76,1982,"['Horror', 'Mystery', 'Science Fiction']"
Escape from the Planet of the Apes,1971-05-20,2500000,12348905,4.939562,1971,"['Action', 'Science Fiction']"
Hud,1963-05-29,2500000,10000000,4.0,1963,"['Action', 'Drama', 'Western']"
Kevin Hart: Let Me Explain,2013-07-03,0,32230907,0.0,2013,"['Comedy', 'Documentary']"
My Own Private Idaho,1991-10-17,2500000,0,0.0,1991,"['Drama', 'Romance']"
Garden State,2004-07-28,2500000,26781723,10.7126892,2004,"['Comedy', 'Drama', 'Romance']"
Before Sunrise,1995-01-27,2500000,5535405,2.214162,1995,"['Drama', 'Romance']"
Evil Words,2003-10-03,0,0,0.0,2003,"['Horror', 'Mystery', 'Thriller']"
Jesus' Son,1999-09-05,0,0,0.0,1999,"['Comedy', 'Drama', 'Romance']"
Saving Face,2004-09-12,0,0,0.0,2004,"['Comedy', 'Romance']"
Brick Lane,2007-11-16,0,0,0.0,2007,['Drama']
Robot & Frank,2012-08-16,2500000,3325038,1.3300152,2012,"['Science Fiction', 'Comedy', 'Drama', 'Crime']"
My Life Without Me,2003-03-07,0,9726954,0.0,2003,"['Drama', 'Romance']"
The Spectacular Now,2013-08-02,2500000,6854611,2.7418444,2013,"['Comedy', 'Drama', 'Romance']"
Religulous,2008-10-01,0,0,0.0,2008,"['Comedy', 'Documentary']"
Fuel,2008-11-14,0,0,0.0,2008,"['Documentary', 'Drama']"
Valley of the Heart's Delight,2006-04-24,0,0,0.0,2006,['Drama']
Eye of the Dolphin,2007-08-24,2500000,71904,0.0287616,2007,['Drama']
8: The Mormon Proposition,2010-01-01,0,0,0.0,2010,['Documentary']
The Other End of the Line,2008-10-29,14000000,0,0.0,2008,"['Comedy', 'Romance']"
Anatomy,2000-02-03,0,0,0.0,2000,"['Horror', 'Thriller']"
Sleep Dealer,2008-12-10,2500000,107559,0.0430236,2008,"['Drama', 'Science Fiction', 'Thriller']"
Super,2010-09-09,2500000,324138,0.1296552,2010,"['Comedy', 'Action', 'Drama']"
Christmas Mail,2010-12-01,0,0,0.0,2010,"['Comedy', 'Family']"
Stung,2015-07-03,2500000,0,0.0,2015,"['Comedy', 'Horror']"
Antibirth,2016-09-02,35000000,0,0.0,2016,['Horror']
Get on the Bus,1996-10-16,2400000,5731103,2.387959583333333,1996,['Drama']
Thr3e,2006-12-01,0,0,0.0,2006,"['Drama', 'Horror', 'Thriller']"
Idiocracy,2006-09-01,30000000,495303,0.0165101,2006,"['Adventure', 'Comedy', 'Science Fiction']"
The Rise of the Krays,2015-08-29,2500000,0,0.0,2015,['Crime']
This Is England,2006-09-12,2380000,8176544,3.43552268907563,2006,"['Drama', 'Crime']"
U.F.O.,2012-12-14,2500000,0,0.0,2012,"['Action', 'Adventure', 'Science Fiction']"
Bathing Beauty,1944-07-01,2361000,6892000,2.919102075391783,1944,"['Comedy', 'Music']"
Go for It!,2011-05-13,2450000,0,0.0,2011,"['Drama', 'Family']"
"Dancer, Texas Pop. 81",1998-05-01,0,565592,0.0,1998,"['Comedy', 'Drama', 'Family']"
Show Boat,1951-07-13,2300000,11000000,4.782608695652174,1951,"['Music', 'Romance']"
Redemption Road,2011-08-26,0,0,0.0,2011,['Drama']
The Calling,2014-08-05,0,0,0.0,2014,['Thriller']
The Brave Little Toaster,1987-07-09,2000000,0,0.0,1987,"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family', 'Music']"
Fantasia,1940-11-13,2280000,83320000,36.54385964912281,1940,"['Animation', 'Family', 'Music']"
8 Days,2014-06-15,0,0,0.0,2014,"['Thriller', 'Drama']"
Friday the 13th Part III,1982-08-13,4000000,36690067,9.17251675,1982,"['Horror', 'Thriller']"
Friday the 13th: A New Beginning,1985-03-22,2200000,21930418,9.968371818181819,1985,"['Horror', 'Thriller']"
The Last Sin Eater,2007-02-09,0,0,0.0,2007,['Drama']
Do You Believe?,2015-03-20,0,0,0.0,2015,"['Fantasy', 'Drama']"
Impact Point,2008-06-13,0,0,0.0,2008,"['Thriller', 'Romance']"
The Valley of Decision,1945-06-01,2160000,9132000,4.227777777777778,1945,['Drama']
Eden,2015-10-22,2300000,0,0.0,2015,"['Thriller', 'Drama']"
Chicken Tikka Masala,2005-04-22,0,0,0.0,2005,"['Comedy', 'Romance', 'Foreign']"
There's Always Woodstock,2014-11-14,0,0,0.0,2014,"['Romance', 'Comedy', 'Music']"
Jack Brooks: Monster Slayer,2007-10-09,0,0,0.0,2007,"['Action', 'Comedy', 'Horror']"
The Best Years of Our Lives,1946-12-25,2100000,23650000,11.261904761904763,1946,"['Drama', 'History', 'Romance']"
Bully,2001-06-15,0,480811,0.0,2001,"['Crime', 'Drama']"
Elling,2001-03-16,0,0,0.0,2001,"['Comedy', 'Drama']"
Mi America,2015-10-16,2100000,3330,0.0015857142857142858,2015,"['Drama', 'Crime']"
[REC],2007-04-10,1500000,30448000,20.298666666666666,2007,"['Horror', 'Mystery']"
Lies in Plain Sight,2010-10-03,0,0,0.0,2010,"['Drama', 'Mystery', 'Thriller']"
Sharkskin,2015-01-01,0,0,0.0,2015,[]
Containment,2015-07-09,0,0,0.0,2015,"['Thriller', 'Horror', 'Science Fiction']"
The Timber,2015-02-27,0,0,0.0,2015,"['Adventure', 'Drama', 'Western']"
From Russia with Love,1963-10-11,2000000,78898765,39.4493825,1963,"['Action', 'Thriller', 'Adventure']"
The Toxic Avenger Part II,1989-02-24,0,0,0.0,1989,"['Comedy', 'Horror', 'Action']"
Sleeper,1973-12-17,2000000,18344729,9.1723645,1973,"['Comedy', 'Romance', 'Science Fiction']"
It Follows,2015-02-04,2000000,14674076,7.337038,2015,"['Horror', 'Thriller']"
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,1972-08-06,2000000,18016290,9.008145,1972,['Comedy']
To Kill a Mockingbird,1962-12-25,2000000,13129846,6.564923,1962,"['Crime', 'Drama']"
Mad Max 2: The Road Warrior,1981-12-24,2000000,24600832,12.300416,1981,"['Adventure', 'Action', 'Thriller', 'Science Fiction']"
The Legend of Drunken Master,1994-02-03,0,0,0.0,1994,"['Action', 'Comedy']"
Boys Don't Cry,1999-09-02,2000000,11540607,5.7703035,1999,"['Crime', 'Drama']"
Silent House,2011-01-21,2000000,13101672,6.550836,2011,"['Horror', 'Mystery']"
The Lives of Others,2006-03-15,2000000,70000000,35.0,2006,"['Drama', 'Thriller']"
Courageous,2011-09-30,1000000,34522221,34.522221,2011,['Drama']
The Hustler,1961-09-25,2000000,7600000,3.8,1961,['Drama']
Boom Town,1940-08-30,2000000,9172000,4.586,1940,"['Adventure', 'Drama', 'Romance']"
The Triplets of Belleville,2003-06-11,8000000,1477676,0.1847095,2003,"['Adventure', 'Animation', 'Comedy', 'Drama']"
Smoke Signals,1998-01-16,0,0,0.0,1998,"['Drama', 'Comedy']"
American Splendor,2003-08-15,0,6003587,0.0,2003,"['Comedy', 'Drama']"
Before Sunset,2004-02-10,2700000,15992615,5.923190740740741,2004,"['Drama', 'Romance']"
Amores perros,2000-06-16,2000000,20908467,10.4542335,2000,"['Drama', 'Thriller']"
Thirteen,2003-08-20,2000000,4601043,2.3005215,2003,"['Crime', 'Drama']"
Gentleman's Agreement,1947-11-11,2000000,7800000,3.9,1947,"['Drama', 'Romance']"
Winter's Bone,2010-06-11,2000000,13831503,6.9157515,2010,['Drama']
Touching the Void,2003-09-05,0,13885802,0.0,2003,"['Documentary', 'Action', 'Adventure']"
Alexander's Ragtime Band,1938-05-24,2000000,4000000,2.0,1938,"['Drama', 'Music', 'Romance']"
Me and You and Everyone We Know,2005-06-17,0,0,0.0,2005,"['Comedy', 'Drama']"
Inside Job,2010-10-08,2000000,7871522,3.935761,2010,['Documentary']
We Are Your Friends,2015-08-26,6000000,11122090,1.8536816666666667,2015,"['Drama', 'Music', 'Romance']"
Ghost Dog: The Way of the Samurai,1999-09-13,0,0,0.0,1999,"['Crime', 'Drama']"
Harsh Times,2005-09-11,2000000,5967038,2.983519,2005,"['Crime', 'Drama', 'Thriller', 'Action']"
Captive,2015-09-17,2000000,2801508,1.400754,2015,"['Crime', 'Drama', 'Thriller']"
Full Frontal,2002-08-02,2000000,2506446,1.253223,2002,"['Comedy', 'Drama', 'Romance']"
Witchboard,1986-12-31,0,0,0.0,1986,['Horror']
Shortbus,2006-05-20,2000000,5179037,2.5895185,2006,"['Romance', 'Drama', 'Comedy']"
Waltz with Bashir,2008-06-25,2000000,11125849,5.5629245,2008,"['Drama', 'Animation', 'War']"
"The Book of Mormon Movie, Volume 1: The Journey",2003-09-12,2000000,1672730,0.836365,2003,[]
No End in Sight,2007-07-27,2000000,1431623,0.7158115,2007,['Documentary']
The Diary of a Teenage Girl,2015-08-07,2000000,1477002,0.738501,2015,"['Drama', 'Romance']"
In the Shadow of the Moon,2007-01-19,2000000,0,0.0,2007,['Documentary']
Meek's Cutoff,2010-09-05,0,876302,0.0,2010,"['Drama', 'Western']"
Inside Deep Throat,2005-02-11,2000000,653621,0.3268105,2005,"['History', 'Documentary']"
Dinner Rush,2000-09-01,0,0,0.0,2000,"['Drama', 'Action', 'Thriller']"
Clockwatchers,1997-01-01,0,0,0.0,1997,"['Comedy', 'Drama']"
The Virginity Hit,2010-09-10,2000000,563706,0.281853,2010,['Comedy']
Subway,1985-04-10,2000000,390659,0.1953295,1985,"['Action', 'Thriller']"
House of D,2005-04-15,0,0,0.0,2005,"['Comedy', 'Drama']"
Teeth,2007-01-19,0,0,0.0,2007,"['Comedy', 'Horror']"
Six-String Samurai,1998-09-18,2000000,124494,0.062247,1998,"['Action', 'Adventure', 'Science Fiction']"
Hum To Mohabbat Karega,2000-05-26,0,0,0.0,2000,[]
It's All Gone Pete Tong,2004-09-12,2000000,120620,0.06031,2004,"['Drama', 'Comedy', 'Music']"
Saint John of Las Vegas,2009-06-10,3800000,111731,0.029402894736842104,2009,['Comedy']
24 7: Twenty Four Seven,1997-08-31,0,0,0.0,1997,"['Comedy', 'Drama', 'Romance']"
Stonewall,2015-09-18,13500000,187674,0.013901777777777779,2015,['Drama']
Roadside Romeo,2008-10-24,7000000,1100000,0.15714285714285714,2008,"['Animation', 'Family', 'Foreign']"
This Thing of Ours,2005-01-01,0,0,0.0,2005,"['Drama', 'Action', 'Thriller']"
The Lost Medallion: The Adventures of Billy Stone,2013-03-01,0,0,0.0,2013,"['Adventure', 'Family']"
The Last Five Years,2014-11-03,0,0,0.0,2014,"['Comedy', 'Drama', 'Music', 'Romance']"
The Missing Person,2009-01-16,0,0,0.0,2009,"['Comedy', 'Drama', 'Mystery', 'Thriller']"
Return of the Living Dead 3,1993-10-01,2000000,54207,0.0271035,1993,"['Comedy', 'Science Fiction', 'Romance', 'Horror']"
London,2005-02-10,0,0,0.0,2005,"['Drama', 'Action', 'Romance']"
Sherrybaby,2006-09-08,2000000,622806,0.311403,2006,['Drama']
Circle,2015-10-02,0,0,0.0,2015,"['Horror', 'Science Fiction']"
Eden Lake,2008-09-12,0,3983997,0.0,2008,"['Horror', 'Thriller']"
Plush,2013-09-13,0,0,0.0,2013,['Thriller']
Lesbian Vampire Killers,2009-03-16,0,0,0.0,2009,"['Horror', 'Comedy']"
Gangster's Paradise: Jerusalema,2008-02-11,0,0,0.0,2008,"['Drama', 'Action', 'Crime', 'Foreign']"
Freeze Frame,2004-05-01,0,0,0.0,2004,"['Thriller', 'Drama', 'Crime']"
Grave Encounters,2011-09-09,1000000,0,0.0,2011,"['Thriller', 'Horror']"
Stitches,2012-05-19,100000,95000,0.95,2012,['Horror']
Nine Dead,2010-01-01,2000000,0,0.0,2010,"['Crime', 'Drama', 'Horror', 'Thriller']"
Bananas,1971-04-28,2000000,11833696,5.916848,1971,['Comedy']
Supercapitalist,2012-08-10,0,0,0.0,2012,['Thriller']
Rockaway,2007-07-07,0,0,0.0,2007,"['Action', 'Adventure', 'Drama']"
The Lady from Shanghai,1947-12-24,2300000,0,0.0,1947,"['Crime', 'Drama', 'Mystery']"
No Man's Land: The Rise of Reeker,2008-05-01,2000000,0,0.0,2008,"['Horror', 'Thriller']"
Highway,2002-01-01,14000000,0,0.0,2002,"['Action', 'Adventure', 'Drama']"
Small Apartments,2012-03-10,2000000,0,0.0,2012,"['Comedy', 'Crime']"
Coffee Town,2013-07-09,0,0,0.0,2013,['Comedy']
The Ghastly Love of Johnny X,2013-04-26,0,0,0.0,2013,"['Comedy', 'Fantasy', 'Music']"
All Is Bright,2013-09-10,0,0,0.0,2013,"['Comedy', 'Drama']"
The Torture Chamber of Dr. Sadism,1967-10-05,0,0,0.0,1967,"['Mystery', 'Horror', 'History']"
